algo,track_id,is_from_likes,genre,score
Алиса,143469279,False,indie,0.94960786804094
Алиса,143469646,False,rock,0.9074171269048409
Алиса,143469630,False,folkrock,0.9060659006556757
Алиса,256700,True,rock,0.8977803941399707
Алиса,131437513,True,relax,0.8810334727309259
Алиса,19794009,True,local-indie,0.8701076719182836
Алиса,27797461,True,rock,0.8644665249108309
Алиса,143469138,False,films,0.8377357641062814
Алиса,143469390,False,alternative,0.8333007506221427
Алиса,21739172,True,electronics,0.8195811638094288
Алиса,143469269,False,punk,0.7880138917364385
Алиса,143469331,False,classicmetal,0.7845511791125386
Алиса,34339636,True,allrock,0.7753082105661078
Алиса,332764,True,electronics,0.7747833833060518
Алиса,143469438,False,relax,0.7699735355044426
Алиса,143469336,False,videogame,0.7535957924602784
Алиса,143469247,False,rnr,0.7526821716646918
Алиса,36344702,True,alternative,0.7524686417458792
Алиса,132723451,True,rusrap,0.7404256481415629
Алиса,143469656,False,pop,0.7387803157063431
Алиса,221492,True,allrock,0.7297766163396968
Алиса,39148282,True,indie,0.7239934540803266
Алиса,51759423,True,indie,0.7143996617146083
Алиса,143469587,False,folkgenre,0.713411014367418
Алиса,54267387,True,soundtrack,0.7084765148276937
Алиса,143469199,False,classicalmasterpieces,0.7048735463042742
Алиса,1628,True,rap,0.6810917368093193
Алиса,23856627,True,soundtrack,0.6796786933087975
Алиса,143469452,False,ukrrock,0.678535141073616
Алиса,143469323,False,tvseries,0.667644302516505
Алиса,143469261,False,rusbards,0.665260310426797
Алиса,143469486,False,rusrock,0.6585916001663045
Алиса,143469197,False,rnb,0.6580728772276306
Алиса,143469695,False,classicmetal,0.6553591028747837
Алиса,78011868,True,foreignbard,0.6527871235938604
Алиса,143469172,False,rusrap,0.6227364086883158
Алиса,143469254,False,indie,0.5955026982070699
Алиса,143469567,False,soundtrack,0.5934343343762065
Алиса,143469203,False,rusbards,0.5868779056444019
Алиса,143469544,False,pop,0.5867641141093825
Алиса,143469378,False,soundtrack,0.5757458204849507
Алиса,143469320,False,rusrap,0.5719758960767918
Алиса,143469588,False,alternative,0.5519861722150684
Алиса,143469317,False,dance,0.534448565297878
Алиса,143469595,False,soundtrack,0.5276780601521978
Алиса,143469481,False,allrock,0.4978208093070776
Алиса,143469686,False,latinfolk,0.4740454827644014
Алиса,143469527,False,rusrock,0.46628364361332386
Алиса,143469204,False,pop,0.45794278770115704
Алиса,143469290,False,ambientgenre,0.45543858653009295
Алиса,143469152,False,pop,0.43867956191942925
Алиса,143469332,False,pop,0.42804898397591273
Алиса,143469602,False,tradjazz,0.42235838243051826
Алиса,143469600,False,rap,0.4058632970798204
Алиса,143469122,False,rusrap,0.3935751982306288
Алиса,143469505,False,soundtrack,0.38538827565986666
Алиса,143469227,False,pop,0.3796982866465922
Алиса,143469296,False,allrock,0.3547623922217078
Алиса,143469550,False,estrada,0.3510910899933455
Алиса,143469568,False,rusrap,0.33188122275596316
Алиса,143469167,False,hardrock,0.3243205561212479
Алиса,143469432,False,prog,0.3036370705634869
Алиса,143469662,False,latinfolk,0.2965511120632958
Алиса,143469298,False,pop,0.2956783299498703
Алиса,143469461,False,rock,0.2858133654996326
Алиса,143469512,False,punk,0.283873833123059
Алиса,143469295,False,ruspop,0.26490330281230734
Алиса,143469198,False,ambientgenre,0.25611491317052826
Алиса,143469533,False,rock,0.2526390871258255
Алиса,143469673,False,alternative,0.24759404060651757
Алиса,143469249,False,rnr,0.23694246887473838
Алиса,143469158,False,alternative,0.23550684854348913
Алиса,143469650,False,rusrap,0.2157295513892283
Алиса,143469244,False,postpunk,0.2068449583002317
Алиса,143469120,False,rusrap,0.19763724491212079
Алиса,143469270,False,prog,0.17876466366679683
Алиса,143469477,False,alternative,0.1735322421649218
Алиса,143469528,False,alternative,0.1692435561262846
Алиса,143469171,False,pop,0.1488806131572032
Алиса,143469530,False,country,0.1307204018577404
